district_id,age_bin_id,gender_id,as_of_date_id,count
16,3,0,104,1375
16,3,1,104,1390
17,3,0,104,2567
17,3,1,104,2929
18,3,0,104,2105
18,3,1,104,2075
19,3,0,104,4490
19,3,1,104,4310
20,3,0,104,1289
20,3,1,104,1275
0,4,0,104,8846
0,4,1,104,7894
1,4,0,104,9044
1,4,1,104,7318
2,4,0,104,2577
2,4,1,104,2359
3,4,0,104,6008
3,4,1,104,4818
4,4,0,104,5274
4,4,1,104,4352
5,4,0,104,6762
5,4,1,104,5902
6,4,0,104,6785
6,4,1,104,7680
7,4,0,104,7507
7,4,1,104,7321
8,4,0,104,8750
8,4,1,104,8750
9,4,0,104,1996
9,4,1,104,3017
10,4,0,104,9314
10,4,1,104,7845
11,4,0,104,6488
11,4,1,104,5426
12,4,0,104,2665
12,4,1,104,2393
13,4,0,104,5170
13,4,1,104,5194
14,4,0,104,11279
14,4,1,104,11011
15,4,0,104,4796
15,4,1,104,3915
16,4,0,104,2870
16,4,1,104,2396
17,4,0,104,6200
17,4,1,104,5766
18,4,0,104,3500
18,4,1,104,3058
19,4,0,104,9829
19,4,1,104,7876
20,4,0,104,3065
20,4,1,104,2613
0,5,0,104,4577
0,5,1,104,2308
1,5,0,104,3811
1,5,1,104,2209
2,5,0,104,1238
2,5,1,104,614
3,5,0,104,3892
3,5,1,104,2128
4,5,0,104,4693
4,5,1,104,1922
5,5,0,104,4357
5,5,1,104,2041
6,5,0,104,2892
6,5,1,104,1496
7,5,0,104,3475
7,5,1,104,1645
8,5,0,104,3716
8,5,1,104,1869
9,5,0,104,713
9,5,1,104,423
10,5,0,104,3066
10,5,1,104,1720
11,5,0,104,1644
11,5,1,104,837
12,5,0,104,1142
12,5,1,104,589
13,5,0,104,1876
13,5,1,104,1038
14,5,0,104,3922
14,5,1,104,2337
15,5,0,104,2570
15,5,1,104,1089
16,5,0,104,2417
16,5,1,104,1089
17,5,0,104,4925
17,5,1,104,2338
18,5,0,104,1718
18,5,1,104,821
19,5,0,104,6385
19,5,1,104,2661
20,5,0,104,1351
20,5,1,104,737
0,0,0,103,1356
0,0,1,103,1473
1,0,0,103,1212
1,0,1,103,1245
2,0,0,103,253
2,0,1,103,284
3,0,0,103,769
3,0,1,103,765
4,0,0,103,632
4,0,1,103,676
5,0,0,103,985
5,0,1,103,1118
6,0,0,103,1082
6,0,1,103,1063
7,0,0,103,826
7,0,1,103,895
8,0,0,103,1443
8,0,1,103,1463
9,0,0,103,324
9,0,1,103,362
10,0,0,103,1723
10,0,1,103,1879
11,0,0,103,1325
11,0,1,103,1529
12,0,0,103,342
12,0,1,103,391
13,0,0,103,809
13,0,1,103,904
14,0,0,103,2074
14,0,1,103,2151
15,0,0,103,491
15,0,1,103,511
16,0,0,103,399
16,0,1,103,387
17,0,0,103,725
17,0,1,103,726
18,0,0,103,523
18,0,1,103,596
19,0,0,103,1335
19,0,1,103,1371
20,0,0,103,501
20,0,1,103,541
0,1,0,103,1281
0,1,1,103,1347
1,1,0,103,1119
1,1,1,103,1160
2,1,0,103,296
2,1,1,103,313
3,1,0,103,715
3,1,1,103,723
4,1,0,103,559
4,1,1,103,594
5,1,0,103,948
5,1,1,103,913
6,1,0,103,862
6,1,1,103,911
7,1,0,103,730
7,1,1,103,852
8,1,0,103,1250
8,1,1,103,1190
9,1,0,103,287
9,1,1,103,286
10,1,0,103,1635
10,1,1,103,1729
11,1,0,103,1019
11,1,1,103,1080
12,1,0,103,349
12,1,1,103,344
13,1,0,103,702
13,1,1,103,755
14,1,0,103,1694
14,1,1,103,1805
15,1,0,103,370
15,1,1,103,409
16,1,0,103,337
16,1,1,103,357
17,1,0,103,645
17,1,1,103,783
18,1,0,103,370
18,1,1,103,370
19,1,0,103,1118
19,1,1,103,1167
20,1,0,103,547
20,1,1,103,578
0,2,0,103,1740
0,2,1,103,1830
1,2,0,103,1478
1,2,1,103,1492
2,2,0,103,431
2,2,1,103,415
3,2,0,103,998
3,2,1,103,1013
4,2,0,103,788
4,2,1,103,809
5,2,0,103,1122
5,2,1,103,1180
6,2,0,103,1104
6,2,1,103,1218
7,2,0,103,1090
7,2,1,103,1099
8,2,0,103,1484
8,2,1,103,1596
9,2,0,103,396
9,2,1,103,415
10,2,0,103,1971
10,2,1,103,2041
11,2,0,103,1169
11,2,1,103,1210
12,2,0,103,490
12,2,1,103,486
13,2,0,103,912
13,2,1,103,884
14,2,0,103,2165
14,2,1,103,2297
15,2,0,103,566
15,2,1,103,576
16,2,0,103,473
16,2,1,103,445
17,2,0,103,993
17,2,1,103,1044
18,2,0,103,430
18,2,1,103,508
19,2,0,103,1519
19,2,1,103,1592
20,2,0,103,666
20,2,1,103,678
0,3,0,103,4230
0,3,1,103,4209
1,3,0,103,3808
1,3,1,103,3775
2,3,0,103,971
2,3,1,103,1144
3,3,0,103,2356
3,3,1,103,2317
4,3,0,103,2317
4,3,1,103,2301
5,3,0,103,3258
5,3,1,103,3114
6,3,0,103,3745
6,3,1,103,4332
7,3,0,103,3216
7,3,1,103,3656
8,3,0,103,3937
8,3,1,103,4242
9,3,0,103,992
9,3,1,103,1291
10,3,0,103,4708
10,3,1,103,4121
11,3,0,103,3845
11,3,1,103,3522
12,3,0,103,1196
12,3,1,103,1297
13,3,0,103,2466
13,3,1,103,2488
14,3,0,103,5790
14,3,1,103,5688
15,3,0,103,2022
15,3,1,103,2095
16,3,0,103,1361
16,3,1,103,1390
17,3,0,103,2571
17,3,1,103,2912
18,3,0,103,2086
18,3,1,103,2054
19,3,0,103,4475
19,3,1,103,4292
20,3,0,103,1279
20,3,1,103,1272
0,4,0,103,8861
0,4,1,103,7922
1,4,0,103,9050
1,4,1,103,7341
2,4,0,103,2579
2,4,1,103,2377
3,4,0,103,6011
3,4,1,103,4822
4,4,0,103,5295
4,4,1,103,4353
5,4,0,103,6752
5,4,1,103,5902
6,4,0,103,6807
6,4,1,103,7731
7,4,0,103,7499
7,4,1,103,7222
8,4,0,103,8706
8,4,1,103,8696
9,4,0,103,1997
9,4,1,103,3030
10,4,0,103,9310
10,4,1,103,7868
11,4,0,103,6492
11,4,1,103,5435
12,4,0,103,2670
12,4,1,103,2398
13,4,0,103,5153
13,4,1,103,5166
14,4,0,103,11280
14,4,1,103,10977
15,4,0,103,4793
15,4,1,103,3921
16,4,0,103,2878
16,4,1,103,2401
17,4,0,103,6218
17,4,1,103,5770
18,4,0,103,3502
18,4,1,103,3066
19,4,0,103,9848
19,4,1,103,7878
20,4,0,103,3066
20,4,1,103,2624
0,5,0,103,4588
0,5,1,103,2324
1,5,0,103,3816
1,5,1,103,2227
2,5,0,103,1241
2,5,1,103,616
3,5,0,103,3903
3,5,1,103,2142
4,5,0,103,4715
4,5,1,103,1936
5,5,0,103,4371
5,5,1,103,2047
6,5,0,103,2911
6,5,1,103,1508
7,5,0,103,3490
7,5,1,103,1660
8,5,0,103,3738
8,5,1,103,1888
9,5,0,103,712
9,5,1,103,424
10,5,0,103,3073
10,5,1,103,1722
11,5,0,103,1643
11,5,1,103,845
12,5,0,103,1149
12,5,1,103,595
13,5,0,103,1902
13,5,1,103,1047
14,5,0,103,3932
14,5,1,103,2349
15,5,0,103,2593
15,5,1,103,1102
16,5,0,103,2422
16,5,1,103,1097
17,5,0,103,4954
17,5,1,103,2358
18,5,0,103,1732
18,5,1,103,824
19,5,0,103,6421
19,5,1,103,2684
20,5,0,103,1358
20,5,1,103,740
0,0,0,102,1328
0,0,1,102,1448
1,0,0,102,1204
1,0,1,102,1223
2,0,0,102,250
2,0,1,102,278
3,0,0,102,764
3,0,1,102,759
4,0,0,102,624
4,0,1,102,667
5,0,0,102,971
5,0,1,102,1109
6,0,0,102,1058
6,0,1,102,1053
7,0,0,102,817
7,0,1,102,882
8,0,0,102,1419
8,0,1,102,1437
9,0,0,102,319
9,0,1,102,356
10,0,0,102,1697
10,0,1,102,1871
11,0,0,102,1310
11,0,1,102,1520
12,0,0,102,335
12,0,1,102,384
13,0,0,102,784
13,0,1,102,880
14,0,0,102,2043
14,0,1,102,2132
15,0,0,102,480
15,0,1,102,511
16,0,0,102,399
16,0,1,102,381
17,0,0,102,716
17,0,1,102,723
18,0,0,102,519
18,0,1,102,570
19,0,0,102,1315
19,0,1,102,1356
20,0,0,102,491
20,0,1,102,534
0,1,0,102,1276
0,1,1,102,1347
1,1,0,102,1115
1,1,1,102,1165
2,1,0,102,295
2,1,1,102,315
3,1,0,102,718
3,1,1,102,722
4,1,0,102,562
4,1,1,102,593
5,1,0,102,949
5,1,1,102,915
6,1,0,102,866
6,1,1,102,914
7,1,0,102,725
7,1,1,102,855
8,1,0,102,1246
8,1,1,102,1192
9,1,0,102,287
9,1,1,102,283
10,1,0,102,1632
10,1,1,102,1729
11,1,0,102,1014
11,1,1,102,1080
12,1,0,102,349
12,1,1,102,350
13,1,0,102,705
13,1,1,102,748
14,1,0,102,1702
14,1,1,102,1810
15,1,0,102,371
15,1,1,102,405
16,1,0,102,335
16,1,1,102,359
17,1,0,102,646
17,1,1,102,787
18,1,0,102,370
18,1,1,102,365
19,1,0,102,1120
19,1,1,102,1169
20,1,0,102,549
20,1,1,102,578
0,2,0,102,1734
0,2,1,102,1821
1,2,0,102,1484
1,2,1,102,1499
2,2,0,102,432
2,2,1,102,416
3,2,0,102,998
3,2,1,102,1015
4,2,0,102,792
4,2,1,102,810
5,2,0,102,1120
5,2,1,102,1178
6,2,0,102,1110
6,2,1,102,1220
7,2,0,102,1078
7,2,1,102,1095
8,2,0,102,1484
8,2,1,102,1593
9,2,0,102,389
9,2,1,102,414
10,2,0,102,1978
10,2,1,102,2043
11,2,0,102,1166
11,2,1,102,1213
12,2,0,102,489
12,2,1,102,489
13,2,0,102,911
13,2,1,102,884
14,2,0,102,2169
14,2,1,102,2309
15,2,0,102,566
15,2,1,102,574
16,2,0,102,472
16,2,1,102,443
17,2,0,102,990
17,2,1,102,1043
18,2,0,102,424
18,2,1,102,504
19,2,0,102,1523
19,2,1,102,1585
20,2,0,102,678
20,2,1,102,684
0,3,0,102,4240
0,3,1,102,4192
1,3,0,102,3806
1,3,1,102,3775
2,3,0,102,972
2,3,1,102,1145
3,3,0,102,2351
3,3,1,102,2318
4,3,0,102,2319
4,3,1,102,2308
5,3,0,102,3252
5,3,1,102,3112
6,3,0,102,3711
6,3,1,102,4328
7,3,0,102,3213
7,3,1,102,3574
8,3,0,102,3917
8,3,1,102,4211
9,3,0,102,982
9,3,1,102,1289
10,3,0,102,4700
10,3,1,102,4127
11,3,0,102,3821
11,3,1,102,3502
12,3,0,102,1195
12,3,1,102,1296
13,3,0,102,2458
13,3,1,102,2449
14,3,0,102,5777
14,3,1,102,5656
15,3,0,102,2023
15,3,1,102,2095
16,3,0,102,1360
16,3,1,102,1383
17,3,0,102,2566
17,3,1,102,2884
18,3,0,102,2077
18,3,1,102,2028
19,3,0,102,4457
19,3,1,102,4297
20,3,0,102,1278
20,3,1,102,1269
0,4,0,102,8861
0,4,1,102,7915
1,4,0,102,9078
1,4,1,102,7363
2,4,0,102,2586
2,4,1,102,2385
3,4,0,102,6016
3,4,1,102,4831
4,4,0,102,5306
4,4,1,102,4373
5,4,0,102,6752
5,4,1,102,5916
6,4,0,102,6808
6,4,1,102,7776
7,4,0,102,7497
7,4,1,102,7126
8,4,0,102,8702
8,4,1,102,8661
9,4,0,102,1995
9,4,1,102,3045
10,4,0,102,9314
10,4,1,102,7859
11,4,0,102,6487
11,4,1,102,5428
12,4,0,102,2673
12,4,1,102,2387
13,4,0,102,5146
13,4,1,102,5124
14,4,0,102,11298
14,4,1,102,10978
15,4,0,102,4793
15,4,1,102,3923
16,4,0,102,2877
16,4,1,102,2410
17,4,0,102,6215
17,4,1,102,5736
18,4,0,102,3506
18,4,1,102,3065
19,4,0,102,9840
19,4,1,102,7890
20,4,0,102,3069
20,4,1,102,2605
0,5,0,102,4608
0,5,1,102,2339
1,5,0,102,3832
1,5,1,102,2242
2,5,0,102,1244
2,5,1,102,623
3,5,0,102,3918
3,5,1,102,2149
4,5,0,102,4729
4,5,1,102,1947
5,5,0,102,4387
5,5,1,102,2055
6,5,0,102,2921
6,5,1,102,1517
7,5,0,102,3495
7,5,1,102,1671
8,5,0,102,3754
8,5,1,102,1893
9,5,0,102,720
9,5,1,102,423
10,5,0,102,3079
10,5,1,102,1729
11,5,0,102,1649
11,5,1,102,851
12,5,0,102,1158
12,5,1,102,603
13,5,0,102,1908
13,5,1,102,1044
14,5,0,102,3933
14,5,1,102,2355
15,5,0,102,2603
15,5,1,102,1107
16,5,0,102,2440
16,5,1,102,1111
17,5,0,102,4973
17,5,1,102,2370
18,5,0,102,1742
18,5,1,102,833
19,5,0,102,6448
19,5,1,102,2702
20,5,0,102,1363
20,5,1,102,741
0,0,0,101,1290
0,0,1,101,1416
1,0,0,101,1177
1,0,1,101,1196
2,0,0,101,242
2,0,1,101,273
3,0,0,101,753
3,0,1,101,749
4,0,0,101,622
4,0,1,101,658
5,0,0,101,961
5,0,1,101,1083
6,0,0,101,1038
6,0,1,101,1042
7,0,0,101,811
7,0,1,101,869
8,0,0,101,1408
8,0,1,101,1405
9,0,0,101,314
9,0,1,101,349
10,0,0,101,1666
10,0,1,101,1856
11,0,0,101,1275
11,0,1,101,1487
12,0,0,101,323
12,0,1,101,368
13,0,0,101,776
13,0,1,101,849
14,0,0,101,1998
14,0,1,101,2090
15,0,0,101,472
15,0,1,101,501
16,0,0,101,391
16,0,1,101,377
17,0,0,101,710
17,0,1,101,722
18,0,0,101,505
18,0,1,101,550
19,0,0,101,1290
19,0,1,101,1337
20,0,0,101,468
20,0,1,101,523
0,1,0,101,1283
0,1,1,101,1341
1,1,0,101,1118
1,1,1,101,1173
2,1,0,101,297
2,1,1,101,312
3,1,0,101,720
3,1,1,101,728
4,1,0,101,562
4,1,1,101,596
5,1,0,101,950
5,1,1,101,908
6,1,0,101,865
6,1,1,101,913
7,1,0,101,726
7,1,1,101,864
8,1,0,101,1240
8,1,1,101,1191
9,1,0,101,283
9,1,1,101,282
10,1,0,101,1626
10,1,1,101,1726
11,1,0,101,1010
11,1,1,101,1073
12,1,0,101,350
12,1,1,101,348
13,1,0,101,707
13,1,1,101,755
14,1,0,101,1690
14,1,1,101,1813
15,1,0,101,368
15,1,1,101,410
16,1,0,101,335
16,1,1,101,362
17,1,0,101,659
17,1,1,101,791
18,1,0,101,366
18,1,1,101,363
19,1,0,101,1117
19,1,1,101,1163
20,1,0,101,556
20,1,1,101,574
0,2,0,101,1728
0,2,1,101,1821
1,2,0,101,1485
1,2,1,101,1493
2,2,0,101,433
2,2,1,101,417
3,2,0,101,997
3,2,1,101,1017
4,2,0,101,795
4,2,1,101,808
5,2,0,101,1118
5,2,1,101,1181
6,2,0,101,1113
6,2,1,101,1229
7,2,0,101,1094
7,2,1,101,1104
8,2,0,101,1494
8,2,1,101,1595
9,2,0,101,386
9,2,1,101,411
10,2,0,101,1979
10,2,1,101,2038
11,2,0,101,1160
11,2,1,101,1216
12,2,0,101,494
12,2,1,101,493
13,2,0,101,911
13,2,1,101,888
14,2,0,101,2158
14,2,1,101,2301
15,2,0,101,563
15,2,1,101,575
16,2,0,101,472
16,2,1,101,446
17,2,0,101,1011
17,2,1,101,1060
18,2,0,101,421
18,2,1,101,499
19,2,0,101,1529
19,2,1,101,1585
20,2,0,101,676
20,2,1,101,686
0,3,0,101,4222
0,3,1,101,4200
1,3,0,101,3802
1,3,1,101,3770
2,3,0,101,976
2,3,1,101,1160
3,3,0,101,2347
3,3,1,101,2326
4,3,0,101,2328
4,3,1,101,2303
5,3,0,101,3241
5,3,1,101,3110
6,3,0,101,3707
6,3,1,101,4303
7,3,0,101,3209
7,3,1,101,3556
8,3,0,101,3900
8,3,1,101,4182
9,3,0,101,976
9,3,1,101,1291
10,3,0,101,4684
10,3,1,101,4115
11,3,0,101,3798
11,3,1,101,3483
12,3,0,101,1201
12,3,1,101,1295
13,3,0,101,2423
13,3,1,101,2406
14,3,0,101,5764
14,3,1,101,5613
15,3,0,101,2023
15,3,1,101,2081
16,3,0,101,1358
16,3,1,101,1371
17,3,0,101,2565
17,3,1,101,2899
18,3,0,101,2064
18,3,1,101,2012
19,3,0,101,4443
19,3,1,101,4263
20,3,0,101,1266
20,3,1,101,1259
0,4,0,101,8862
0,4,1,101,7918
1,4,0,101,9087
1,4,1,101,7364
2,4,0,101,2583
2,4,1,101,2413
3,4,0,101,6016
3,4,1,101,4839
4,4,0,101,5307
4,4,1,101,4380
5,4,0,101,6740
5,4,1,101,5903
6,4,0,101,6832
6,4,1,101,7807
7,4,0,101,7503
7,4,1,101,7061
8,4,0,101,8693
8,4,1,101,8641
9,4,0,101,1995
9,4,1,101,3054
10,4,0,101,9312
10,4,1,101,7865
11,4,0,101,6479
11,4,1,101,5425
12,4,0,101,2680
12,4,1,101,2385
13,4,0,101,5149
13,4,1,101,5068
14,4,0,101,11287
14,4,1,101,10949
15,4,0,101,4799
15,4,1,101,3934
16,4,0,101,2879
16,4,1,101,2405
17,4,0,101,6237
17,4,1,101,5776
18,4,0,101,3500
18,4,1,101,3074
19,4,0,101,9844
19,4,1,101,7914
20,4,0,101,3074
20,4,1,101,2603
0,5,0,101,4621
0,5,1,101,2352
1,5,0,101,3836
1,5,1,101,2250
2,5,0,101,1244
2,5,1,101,624
3,5,0,101,3924
3,5,1,101,2162
4,5,0,101,4746
4,5,1,101,1956
5,5,0,101,4406
5,5,1,101,2067
6,5,0,101,2927
6,5,1,101,1517
7,5,0,101,3508
7,5,1,101,1684
8,5,0,101,3766
8,5,1,101,1898
9,5,0,101,725
9,5,1,101,426
10,5,0,101,3086
10,5,1,101,1733
11,5,0,101,1657
11,5,1,101,858
12,5,0,101,1160
12,5,1,101,605
13,5,0,101,1911
13,5,1,101,1049
14,5,0,101,3935
14,5,1,101,2361
15,5,0,101,2614
15,5,1,101,1114
16,5,0,101,2445
16,5,1,101,1119
17,5,0,101,4993
17,5,1,101,2378
18,5,0,101,1746
18,5,1,101,845
19,5,0,101,6478
19,5,1,101,2724
20,5,0,101,1366
20,5,1,101,743
0,0,0,100,1278
0,0,1,100,1395
1,0,0,100,1160
1,0,1,100,1183
2,0,0,100,237
2,0,1,100,274
3,0,0,100,744
3,0,1,100,741
4,0,0,100,614
4,0,1,100,657
5,0,0,100,946
5,0,1,100,1079
6,0,0,100,1014
6,0,1,100,1021
7,0,0,100,795
7,0,1,100,863
8,0,0,100,1394
8,0,1,100,1366
9,0,0,100,308
9,0,1,100,345
10,0,0,100,1647
10,0,1,100,1810
11,0,0,100,1253
11,0,1,100,1460
12,0,0,100,317
12,0,1,100,364
13,0,0,100,762
13,0,1,100,828
14,0,0,100,1962
14,0,1,100,2060
15,0,0,100,466
15,0,1,100,501
16,0,0,100,387
16,0,1,100,377
17,0,0,100,703
17,0,1,100,717
18,0,0,100,489
18,0,1,100,541
19,0,0,100,1274
19,0,1,100,1325
20,0,0,100,464
20,0,1,100,513
0,1,0,100,1280
0,1,1,100,1343
1,1,0,100,1121
1,1,1,100,1176
2,1,0,100,295
2,1,1,100,313
3,1,0,100,722
3,1,1,100,734
4,1,0,100,565
4,1,1,100,594
5,1,0,100,949
5,1,1,100,908
6,1,0,100,868
6,1,1,100,921
7,1,0,100,721
7,1,1,100,861
8,1,0,100,1245
8,1,1,100,1186
9,1,0,100,283
9,1,1,100,279
10,1,0,100,1624
10,1,1,100,1732
11,1,0,100,1007
11,1,1,100,1067
12,1,0,100,349
12,1,1,100,354
13,1,0,100,705
13,1,1,100,757
14,1,0,100,1687
14,1,1,100,1824
15,1,0,100,368
15,1,1,100,412
16,1,0,100,336
16,1,1,100,364
17,1,0,100,663
17,1,1,100,787
18,1,0,100,366
18,1,1,100,361
19,1,0,100,1121
19,1,1,100,1161
20,1,0,100,559
20,1,1,100,576
0,2,0,100,1728
0,2,1,100,1818
1,2,0,100,1495
1,2,1,100,1490
2,2,0,100,432
2,2,1,100,423
3,2,0,100,1001
3,2,1,100,1017
4,2,0,100,796
4,2,1,100,817
5,2,0,100,1118
5,2,1,100,1182
6,2,0,100,1119
6,2,1,100,1234
7,2,0,100,1089
7,2,1,100,1096
8,2,0,100,1494
8,2,1,100,1597
9,2,0,100,382
9,2,1,100,408
10,2,0,100,1979
10,2,1,100,2036
11,2,0,100,1160
11,2,1,100,1219
12,2,0,100,497
12,2,1,100,495
13,2,0,100,900
13,2,1,100,890
14,2,0,100,2153
14,2,1,100,2297
15,2,0,100,562
15,2,1,100,574
16,2,0,100,475
16,2,1,100,446
17,2,0,100,1005
17,2,1,100,1060
18,2,0,100,422
18,2,1,100,501
19,2,0,100,1534
19,2,1,100,1589
20,2,0,100,682
20,2,1,100,687
0,3,0,100,4218
0,3,1,100,4196
1,3,0,100,3791
1,3,1,100,3775
2,3,0,100,979
2,3,1,100,1170
3,3,0,100,2348
3,3,1,100,2319
4,3,0,100,2321
4,3,1,100,2310
5,3,0,100,3229
5,3,1,100,3104
6,3,0,100,3683
6,3,1,100,4295
7,3,0,100,3199
7,3,1,100,3549
8,3,0,100,3885
8,3,1,100,4161
9,3,0,100,969
9,3,1,100,1295
10,3,0,100,4668
10,3,1,100,4117
11,3,0,100,3772
11,3,1,100,3470
12,3,0,100,1199
12,3,1,100,1292
13,3,0,100,2408
13,3,1,100,2390
14,3,0,100,5743
14,3,1,100,5596
15,3,0,100,2017
15,3,1,100,2073
16,3,0,100,1361
16,3,1,100,1375
17,3,0,100,2554
17,3,1,100,2884
18,3,0,100,2045
18,3,1,100,1986
19,3,0,100,4432
19,3,1,100,4253
20,3,0,100,1268
20,3,1,100,1265
0,4,0,100,8856
0,4,1,100,7910
1,4,0,100,9094
1,4,1,100,7368
2,4,0,100,2578
2,4,1,100,2431
3,4,0,100,6024
3,4,1,100,4834
4,4,0,100,5317
4,4,1,100,4387
5,4,0,100,6732
5,4,1,100,5928
6,4,0,100,6844
6,4,1,100,7854
7,4,0,100,7517
7,4,1,100,7032
8,4,0,100,8674
8,4,1,100,8659
9,4,0,100,1985
9,4,1,100,3065
10,4,0,100,9310
10,4,1,100,7860
11,4,0,100,6459
11,4,1,100,5428
12,4,0,100,2687
12,4,1,100,2397
13,4,0,100,5152
13,4,1,100,5030
14,4,0,100,11272
14,4,1,100,10939
15,4,0,100,4797
15,4,1,100,3948
16,4,0,100,2885
16,4,1,100,2413
17,4,0,100,6235
17,4,1,100,5781
18,4,0,100,3500
18,4,1,100,3070
19,4,0,100,9854
19,4,1,100,7928
20,4,0,100,3078
20,4,1,100,2598
0,5,0,100,4639
0,5,1,100,2356
1,5,0,100,3844
1,5,1,100,2253
2,5,0,100,1253
2,5,1,100,630
3,5,0,100,3928
3,5,1,100,2168
4,5,0,100,4764
4,5,1,100,1968
5,5,0,100,4436
5,5,1,100,2078
6,5,0,100,2940
6,5,1,100,1527
7,5,0,100,3521
7,5,1,100,1689
8,5,0,100,3780
8,5,1,100,1906
9,5,0,100,727
9,5,1,100,429
10,5,0,100,3099
10,5,1,100,1738
11,5,0,100,1656
11,5,1,100,858
12,5,0,100,1172
12,5,1,100,610
13,5,0,100,1918
13,5,1,100,1051
14,5,0,100,3925
14,5,1,100,2368
15,5,0,100,2625
15,5,1,100,1122
16,5,0,100,2455
16,5,1,100,1124
17,5,0,100,5002
17,5,1,100,2381
18,5,0,100,1756
18,5,1,100,847
19,5,0,100,6501
19,5,1,100,2742
20,5,0,100,1375
20,5,1,100,749
0,0,0,99,1260
0,0,1,99,1369
1,0,0,99,1141
1,0,1,99,1174
2,0,0,99,231
2,0,1,99,270
3,0,0,99,732
3,0,1,99,735
4,0,0,99,599
4,0,1,99,652
5,0,0,99,929
5,0,1,99,1066
6,0,0,99,1000
6,0,1,99,1014
7,0,0,99,788
7,0,1,99,846
8,0,0,99,1376
8,0,1,99,1336
9,0,0,99,306
9,0,1,99,341
10,0,0,99,1614
10,0,1,99,1782
11,0,0,99,1227
11,0,1,99,1439
12,0,0,99,310
12,0,1,99,352
13,0,0,99,756
13,0,1,99,818
14,0,0,99,1942
14,0,1,99,2039
15,0,0,99,453
15,0,1,99,491
16,0,0,99,383
16,0,1,99,372
17,0,0,99,692
17,0,1,99,710
18,0,0,99,479
18,0,1,99,531
19,0,0,99,1261
19,0,1,99,1297
20,0,0,99,453
20,0,1,99,499
0,1,0,99,1279
0,1,1,99,1346
1,1,0,99,1132
1,1,1,99,1180
2,1,0,99,294
2,1,1,99,314
3,1,0,99,724
3,1,1,99,735
4,1,0,99,567
4,1,1,99,597
5,1,0,99,949
5,1,1,99,910
6,1,0,99,866
6,1,1,99,920
7,1,0,99,721
7,1,1,99,860
8,1,0,99,1242
8,1,1,99,1185
9,1,0,99,276
9,1,1,99,280
10,1,0,99,1614
10,1,1,99,1723
11,1,0,99,1001
11,1,1,99,1071
12,1,0,99,351
12,1,1,99,350
13,1,0,99,718
13,1,1,99,757
14,1,0,99,1687
14,1,1,99,1821
15,1,0,99,370
15,1,1,99,411
16,1,0,99,338
16,1,1,99,366
17,1,0,99,669
17,1,1,99,787
18,1,0,99,362
18,1,1,99,362
19,1,0,99,1128
19,1,1,99,1171
20,1,0,99,556
20,1,1,99,575
0,2,0,99,1733
0,2,1,99,1822
1,2,0,99,1499
1,2,1,99,1487
2,2,0,99,435
2,2,1,99,422
3,2,0,99,1008
3,2,1,99,1010
4,2,0,99,801
4,2,1,99,818
5,2,0,99,1118
5,2,1,99,1183
6,2,0,99,1119
6,2,1,99,1237
7,2,0,99,1092
7,2,1,99,1095
8,2,0,99,1484
8,2,1,99,1589
9,2,0,99,381
9,2,1,99,409
10,2,0,99,1975
10,2,1,99,2034
11,2,0,99,1152
11,2,1,99,1226
12,2,0,99,499
12,2,1,99,494
13,2,0,99,909
13,2,1,99,894
14,2,0,99,2161
14,2,1,99,2291
15,2,0,99,560
15,2,1,99,569
16,2,0,99,473
16,2,1,99,446
17,2,0,99,1001
17,2,1,99,1065
18,2,0,99,420
18,2,1,99,502
19,2,0,99,1541
19,2,1,99,1594
20,2,0,99,682
20,2,1,99,692
0,3,0,99,4210
0,3,1,99,4193
1,3,0,99,3788
1,3,1,99,3792
2,3,0,99,980
2,3,1,99,1174
3,3,0,99,2343
3,3,1,99,2308
4,3,0,99,2318
4,3,1,99,2308
5,3,0,99,3222
5,3,1,99,3095
6,3,0,99,3661
6,3,1,99,4295
7,3,0,99,3192
7,3,1,99,3524
8,3,0,99,3863
8,3,1,99,4136
9,3,0,99,965
9,3,1,99,1297
10,3,0,99,4656
10,3,1,99,4093
11,3,0,99,3750
11,3,1,99,3445
12,3,0,99,1197
12,3,1,99,1287
13,3,0,99,2412
13,3,1,99,2363
14,3,0,99,5710
14,3,1,99,5582
15,3,0,99,1998
15,3,1,99,2074
16,3,0,99,1359
16,3,1,99,1398
17,3,0,99,2547
17,3,1,99,2878
18,3,0,99,2020
18,3,1,99,1968
19,3,0,99,4427
19,3,1,99,4244
20,3,0,99,1266
20,3,1,99,1262
0,4,0,99,8854
0,4,1,99,7918
1,4,0,99,9105
1,4,1,99,7392
2,4,0,99,2577
2,4,1,99,2472
3,4,0,99,6026
3,4,1,99,4854
4,4,0,99,5329
4,4,1,99,4392
5,4,0,99,6740
5,4,1,99,5938
6,4,0,99,6827
6,4,1,99,7917
7,4,0,99,7517
7,4,1,99,7010
8,4,0,99,8662
8,4,1,99,8624
9,4,0,99,1979
9,4,1,99,3068
10,4,0,99,9304
10,4,1,99,7852
11,4,0,99,6441
11,4,1,99,5419
12,4,0,99,2681
12,4,1,99,2399
13,4,0,99,5163
13,4,1,99,4965
14,4,0,99,11282
14,4,1,99,10924
15,4,0,99,4794
15,4,1,99,3960
16,4,0,99,2885
16,4,1,99,2416
17,4,0,99,6237
17,4,1,99,5821
18,4,0,99,3489
